"FullName","DirectoryName","Name","Length","LastWriteTime"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Pattern_03_Anisotropic_Layered_Wide.png","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Pattern_03_Anisotropic_Layered_Wide.png","905658","2025/12/5 下午 12:43:05"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Pattern_04_Binary_Facies_Wide.png","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Pattern_04_Binary_Facies_Wide.png","396496","2025/12/5 下午 12:43:06"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Pattern_05_Hierarchical_Multiscale_Wide.png","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Pattern_05_Hierarchical_Multiscale_Wide.png","2484172","2025/12/5 下午 12:43:07"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Pattern_06_Complex_Mosaic_Wide.png","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Pattern_06_Complex_Mosaic_Wide.png","616340","2025/12/5 下午 12:43:08"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Slide1.jpg","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Slide1.jpg","650939","2025/12/5 上午 10:27:32"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Theory.jpg","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Theory.jpg","315446","2025/12/5 下午 12:18:52"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides\Title page.jpg","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\交大環工R1\Slides","Title page.jpg","512091","2025/12/5 上午 10:22:10"
"C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\菲律賓演講\taiwan_geodata_2020_06.png","C:\Users\YFLin\OneDrive - 中原大學 (1)\中原林穎凡資料夾\4. 個人發展\d. 學術網路與聯繫\菲律賓演講","taiwan_geodata_2020_06.png","229377","2025/2/13 下午 02:42:14"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\10_Grad_Students_碩士生\BC_Hsu\programs\raw data\Database for AI20260210.xlsx","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\10_Grad_Students_碩士生\BC_Hsu\programs\raw data","Database for AI20260210.xlsx","1791851","2026/2/10 下午 04:06:31"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\final_simulation_result.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","final_simulation_result.png","390940","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\report_HSINCHU.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","report_HSINCHU.png","239061","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\report_KAOHSIUNG.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","report_KAOHSIUNG.png","266858","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\report_Tainan.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","report_Tainan.png","296167","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\result_2_thermal_plumes.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","result_2_thermal_plumes.png","237543","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\result_field_optimization.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","result_field_optimization.png","387409","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\result_Kaohsiung_Nanzi.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","result_Kaohsiung_Nanzi.png","217383","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\result_Tainan_Nanke.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","result_Tainan_Nanke.png","182716","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin\result_thermal_plumes.png","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\HW_Digital Twin_JpGU_20260210\tsmc_thermal_twin","result_thermal_plumes.png","596133","2026/2/10 下午 02:23:48"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\MLS_project\artifacts\health_report.csv","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\MLS_project\artifacts","health_report.csv","444385","2026/1/21 下午 03:19:01"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\MLS_project\artifacts\run.log","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\MLS_project\artifacts","run.log","912606","2026/1/21 下午 03:19:02"
"C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\MLS_project\data\output\sweep.jsonl","C:\Users\YFLin\OneDrive - 中原大學\Student_sync_zone\20_Undergrad_Teams_專題生\HW_Wang\programs\MLS_project\data\output","sweep.jsonl","6710524","2026/1/21 下午 03:19:00"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\FIG_jpg.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會","FIG_jpg.jpg","61308","2024/9/28 上午 07:39:33"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\wrcr11293-fig-0001.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會","wrcr11293-fig-0001.png","207329","2024/9/28 上午 07:38:20"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\圖1.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會","圖1.jpg","228013","2024/8/27 上午 09:19:59"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\圖2.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會","圖2.jpg","265927","2024/8/27 上午 09:19:21"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\圖3.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會","圖3.jpg","364749","2024/8/27 上午 09:18:46"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\classification_error_trends.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","classification_error_trends.png","78330","2024/11/18 下午 02:44:58"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\classification_results_sampling_100.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","classification_results_sampling_100.png","57025","2024/11/18 下午 02:53:17"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\classification_results_sampling_1000.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","classification_results_sampling_1000.png","60269","2024/11/18 下午 02:53:20"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\classification_results_sampling_200.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","classification_results_sampling_200.png","58660","2024/11/18 下午 02:53:18"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\classification_results_sampling_500.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","classification_results_sampling_500.png","58832","2024/11/18 下午 02:53:19"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\Fig_0.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","Fig_0.png","72718","2024/11/18 下午 02:51:57"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\Fig1.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","Fig1.png","239705","2024/11/18 下午 02:17:13"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\Fig2.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","Fig2.png","215326","2024/11/18 下午 02:17:29"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會\program.ipynb","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2024研討會\力學研討會","program.ipynb","392901","2024/11/18 下午 03:33:33"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\4.科技部補助學者提昇國際影響力報告撰寫格式.odt","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU","4.科技部補助學者提昇國際影響力報告撰寫格式.odt","849048","2025/6/2 上午 09:44:52"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\JpGU Poster 2025.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU","JpGU Poster 2025.png","5058734","2025/4/23 上午 07:47:29"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\回程登機證.png","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU","回程登機證.png","124471","2025/6/6 上午 08:09:55"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片\大會會場.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片","大會會場.jpg","242411","2025/6/2 上午 09:43:34"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片\主持.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片","主持.jpg","118125","2025/6/2 上午 09:10:51"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片\海報.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片","海報.jpg","259551","2025/6/2 上午 09:11:12"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片\討論1.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片","討論1.jpg","338353","2025/6/2 上午 09:25:47"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片\討論2.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片","討論2.jpg","362645","2025/6/2 上午 09:25:55"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片\德永.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\JpGU\照片","德永.jpg","273393","2025/6/2 上午 09:11:35"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\林穎凡01.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA","林穎凡01.jpg","63464","2025/5/28 下午 03:05:09"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_1.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_1.jpg","135187","2025/6/17 上午 10:12:22"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_10.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_10.jpg","180090","2025/6/17 上午 10:12:48"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_11.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_11.jpg","252304","2025/6/17 上午 10:12:52"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_12.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_12.jpg","208812","2025/6/17 上午 10:12:57"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_13.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_13.jpg","259721","2025/6/17 上午 10:13:01"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_14.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_14.jpg","209951","2025/6/17 上午 10:13:04"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_15.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_15.jpg","313769","2025/6/17 上午 10:13:09"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_16.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_16.jpg","153201","2025/6/17 上午 10:13:11"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_17.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_17.jpg","141327","2025/6/17 上午 10:13:14"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_18.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_18.jpg","188257","2025/6/17 上午 10:13:18"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_19.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_19.jpg","191566","2025/6/17 上午 10:13:22"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_2.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_2.jpg","153010","2025/6/17 上午 10:12:23"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_20.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_20.jpg","213786","2025/6/17 上午 10:13:30"
"C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片\LINE_ALBUM_2025616南港TGA研討會_250617_21.jpg","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2025研討會\TGA\活動照片","LINE_ALBUM_2025616南港TGA研討會_250617_21.jpg","157484","2025/6/17 上午 10:13:36"
